dy;wbc;miny;minx;im;maxx;maxy;r;dx;;;;
118;eo;28;368;d:\DATA\DiagonAdatbazis_20170221-5\4_gepi_5_8_13\4_10886_446_2200.bmp;488;146;25.0;120;;;;
134;mo;63;268;d:\DATA\DiagonAdatbazis_20170221-5\4_gepi_5_8_13\4_10896_261_2350.bmp;394;197;19.0;126;;;;
107;ne;156;726;d:\DATA\DiagonAdatbazis_20170221-5\4_gepi_5_8_13\4_10896_261_2350.bmp;843;263;19.0;117;;;;
115;ne;365;1005;d:\DATA\DiagonAdatbazis_20170221-5\4_gepi_5_8_13\4_10897_930_1900.bmp;1113;480;25.0;108;;;;
125;mo;412;934;d:\DATA\DiagonAdatbazis_20170221-5\4_gepi_5_8_13\4_10897_930_1900.bmp;1038;537;25.0;104;;;;
90;ly;313;664;d:\DATA\DiagonAdatbazis_20170221-5\4_gepi_5_8_13\4_10938_1090_1800.bmp;761;403;25.0;97;;;;
95;ly;543;1130;d:\DATA\DiagonAdatbazis_20170221-5\4_gepi_5_8_13\4_10965_682_2150.bmp;1224;638;25.0;94;;;;
92;ly;212;720;d:\DATA\DiagonAdatbazis_20170221-5\4_gepi_5_8_13\4_10979_635_2050.bmp;810;304;25.0;90;;;;
124;rly;504;268;d:\DATA\DiagonAdatbazis_20170221-5\4_gepi_5_8_13\4_11005_261_2400.bmp;390;628;25.0;122;;;;
119;ne;171;590;d:\DATA\DiagonAdatbazis_20170221-5\4_gepi_5_8_13\4_11037_190_2450.bmp;707;290;25.0;117;;;;
117;un;648;605;d:\DATA\DiagonAdatbazis_20170221-5\4_gepi_5_8_13\4_11037_190_2450.bmp;729;765;25.0;124;;;;
130;eo;457;662;d:\DATA\DiagonAdatbazis_20170221-5\4_gepi_5_8_13\4_11113_702_2050.bmp;788;587;25.0;126;;;;
126;eo;200;74;d:\DATA\DiagonAdatbazis_20170221-5\4_gepi_5_8_13\4_11143_694_2000.bmp;196;326;25.0;122;;;;
102;ne;875;252;d:\DATA\DiagonAdatbazis_20170221-5\4_gepi_5_8_13\4_11143_694_2000.bmp;360;977;25.0;108;;;;
97;ly;122;288;d:\DATA\DiagonAdatbazis_20170221-5\4_gepi_5_8_13\4_11169_635_2050.bmp;383;219;27.0;95;;;;
92;rly;587;333;d:\DATA\DiagonAdatbazis_20170221-5\4_gepi_5_8_13\4_11169_635_2050.bmp;425;679;27.0;92;;;;
121;ne;77;1073;d:\DATA\DiagonAdatbazis_20170221-5\4_gepi_5_8_13\4_11195_186_2500.bmp;1188;198;25.0;115;;;;
108;ne;651;481;d:\DATA\DiagonAdatbazis_20170221-5\4_gepi_5_8_13\4_11195_186_2500.bmp;587;759;25.0;106;;;;
94;ly;680;1177;d:\DATA\DiagonAdatbazis_20170221-5\4_gepi_5_8_13\4_11195_186_2500.bmp;1266;774;25.0;89;;;;
101;rly;361;294;d:\DATA\DiagonAdatbazis_20170221-5\4_gepi_5_8_13\4_11217_1026_1750.bmp;390;462;25.0;96;;;;
119;ne;282;837;d:\DATA\DiagonAdatbazis_20170221-5\4_gepi_5_8_13\4_11248_182_2500.bmp;973;401;23.0;136;;;;
110;rly;491;875;d:\DATA\DiagonAdatbazis_20170221-5\4_gepi_5_8_13\4_11248_182_2500.bmp;969;601;23.0;94;;;;
94;rly;527;1114;d:\DATA\DiagonAdatbazis_20170221-5\4_gepi_5_8_13\4_11270_702_2050.bmp;1218;621;25.0;104;;;;
99;ne;677;277;d:\DATA\DiagonAdatbazis_20170221-5\4_gepi_5_8_13\4_11270_702_2050.bmp;389;776;25.0;112;;;;
92;rly;368;629;d:\DATA\DiagonAdatbazis_20170221-5\4_gepi_5_8_13\4_11283_698_2050.bmp;726;460;27.0;97;;;;
103;rly;424;326;d:\DATA\DiagonAdatbazis_20170221-5\4_gepi_5_8_13\4_11350_994_1800.bmp;424;527;25.0;98;;;;
93;ly;58;986;d:\DATA\DiagonAdatbazis_20170221-5\4_gepi_5_8_13\4_11367_994_1800.bmp;1078;151;25.0;92;;;;
111;mo;5;208;d:\DATA\DiagonAdatbazis_20170221-5\4_gepi_5_8_13\4_11375_962_1800.bmp;321;116;25.0;113;;;;
116;ne;609;90;d:\DATA\DiagonAdatbazis_20170221-5\4_gepi_5_8_13\4_11375_962_1800.bmp;207;725;25.0;117;;;;
100;ly;86;1122;d:\DATA\DiagonAdatbazis_20170221-5\4_gepi_5_8_13\4_11433_182_2500.bmp;1221;186;25.0;99;;;;
122;ne;579;793;d:\DATA\DiagonAdatbazis_20170221-5\4_gepi_5_8_13\4_11433_182_2500.bmp;914;701;25.0;121;;;;
108;ne;602;8;d:\DATA\DiagonAdatbazis_20170221-5\4_gepi_5_8_13\4_11433_182_2500.bmp;127;710;25.0;119;;;;
116;mo;161;432;d:\DATA\DiagonAdatbazis_20170221-5\4_gepi_5_8_13\4_11448_261_2350.bmp;585;277;25.0;153;;;;
112;ne;146;997;d:\DATA\DiagonAdatbazis_20170221-5\4_gepi_5_8_13\4_11448_261_2350.bmp;1103;258;25.0;106;;;;
112;mo;372;360;d:\DATA\DiagonAdatbazis_20170221-5\4_gepi_5_8_13\4_11456_711_2000.bmp;482;484;25.0;122;;;;
112;mo;43;618;d:\DATA\DiagonAdatbazis_20170221-5\4_gepi_5_8_13\4_11464_702_2000.bmp;739;155;27.0;121;;;;
90;rly;905;863;d:\DATA\DiagonAdatbazis_20170221-5\4_gepi_5_8_13\4_11505_666_2000.bmp;963;995;25.0;100;;;;
116;mo;59;435;d:\DATA\DiagonAdatbazis_20170221-5\4_gepi_5_8_13\4_11517_267_2250.bmp;545;175;25.0;110;;;;
95;rly;206;567;d:\DATA\DiagonAdatbazis_20170221-5\4_gepi_5_8_13\4_11517_267_2250.bmp;662;301;25.0;95;;;;
132;ne;574;842;d:\DATA\DiagonAdatbazis_20170221-5\4_gepi_5_8_13\4_11517_267_2250.bmp;951;706;25.0;109;;;;
133;ne;567;1077;d:\DATA\DiagonAdatbazis_20170221-5\4_gepi_5_8_13\4_11517_267_2250.bmp;1180;700;25.0;103;;;;
135;ne;283;328;d:\DATA\DiagonAdatbazis_20170221-5\4_gepi_5_8_13\4_11560_510_2100.bmp;436;418;25.0;108;;;;
108;mo;545;851;d:\DATA\DiagonAdatbazis_20170221-5\4_gepi_5_8_13\4_11599_930_1800.bmp;959;653;27.0;108;;;;
104;rly;682;779;d:\DATA\DiagonAdatbazis_20170221-5\4_gepi_5_8_13\4_11633_962_1700.bmp;884;786;25.0;105;;;;
121;ne;41;313;d:\DATA\DiagonAdatbazis_20170221-5\4_gepi_5_8_13\4_11643_384_2150.bmp;443;162;25.0;130;;;;
88;ly;103;1031;d:\DATA\DiagonAdatbazis_20170221-5\4_gepi_5_8_13\4_11671_541_2050.bmp;1125;191;25.0;94;;;;
97;rly;642;547;d:\DATA\DiagonAdatbazis_20170221-5\4_gepi_5_8_13\4_11689_179_2450.bmp;649;739;19.0;102;;;;
85;rly;543;784;d:\DATA\DiagonAdatbazis_20170221-5\4_gepi_5_8_13\4_11707_604_2000.bmp;896;628;25.0;112;;;;
90;ly;133;880;d:\DATA\DiagonAdatbazis_20170221-5\4_gepi_5_8_13\4_11714_384_2100.bmp;972;223;25.0;92;;;;
87;rly;170;275;d:\DATA\DiagonAdatbazis_20170221-5\4_gepi_5_8_13\4_11725_850_1800.bmp;372;257;25.0;97;;;;
124;ne;154;581;d:\DATA\DiagonAdatbazis_20170221-5\4_gepi_5_8_13\4_11725_850_1800.bmp;690;278;25.0;109;;;;
114;mo;813;271;d:\DATA\DiagonAdatbazis_20170221-5\4_gepi_5_8_13\4_11739_698_2000.bmp;389;927;27.0;118;;;;
60;target cell;592;695;d:\DATA\DiagonAdatbazis_20170221-5\4_gepi_5_8_13\4_11739_698_2000.bmp;763;652;27.0;68;;;;
98;mo;819;1124;d:\DATA\DiagonAdatbazis_20170221-5\4_gepi_5_8_13\4_11765_384_2150.bmp;1235;917;25.0;111;;;;
110;mo;675;501;d:\DATA\DiagonAdatbazis_20170221-5\4_gepi_5_8_13\4_11776_604_2050.bmp;614;785;25.0;113;;;;
71;ly;628;110;d:\DATA\DiagonAdatbazis_20170221-5\4_gepi_5_8_13\4_11791_179_2400.bmp;198;699;19.0;88;;;;
110;ne;545;1159;d:\DATA\DiagonAdatbazis_20170221-5\4_gepi_5_8_13\4_11791_179_2400.bmp;1268;655;19.0;109;;;;
95;mmy;916;1085;d:\DATA\DiagonAdatbazis_20170221-5\4_gepi_5_8_13\4_11791_702_1950.bmp;1208;1011;25.0;123;;;;
86;mmy;767;489;d:\DATA\DiagonAdatbazis_20170221-5\4_gepi_5_8_13\4_11793_698_1950.bmp;611;853;25.0;122;;;;
99;rly;859;317;d:\DATA\DiagonAdatbazis_20170221-5\4_gepi_5_8_13\4_11800_230_2250.bmp;417;958;25.0;100;;;;
117;mo;567;723;d:\DATA\DiagonAdatbazis_20170221-5\4_gepi_5_8_13\4_11830_415_2150.bmp;829;684;25.0;106;;;;
133;ne;590;897;d:\DATA\DiagonAdatbazis_20170221-5\4_gepi_5_8_13\4_11892_179_2450.bmp;1026;723;19.0;129;;;;
112;ne;609;246;d:\DATA\DiagonAdatbazis_20170221-5\4_gepi_5_8_13\4_11892_179_2450.bmp;354;721;19.0;108;;;;
99;ly;208;864;d:\DATA\DiagonAdatbazis_20170221-5\4_gepi_5_8_13\4_11895_290_2250.bmp;952;307;25.0;88;;;;
83;ly;837;1105;d:\DATA\DiagonAdatbazis_20170221-5\4_gepi_5_8_13\4_12006_167_2450.bmp;1183;920;25.0;78;;;;
83;ly;412;679;d:\DATA\DiagonAdatbazis_20170221-5\4_gepi_5_8_13\4_9894_866_2100.bmp;758;495;23.0;79;;;;
77;rly;576;460;d:\DATA\DiagonAdatbazis_20170221-5\4_gepi_5_8_13\4_9932_962_1950.bmp;537;653;25.0;77;;;;
135;un;399;825;d:\DATA\DiagonAdatbazis_20170221-5\4_gepi_5_8_13\4_9962_190_2650.bmp;950;534;19.0;125;;;;
118;mo;804;986;d:\DATA\DiagonAdatbazis_20170221-5\4_gepi_5_8_13\4_10033_1058_1950.bmp;1111;922;25.0;125;;;;
95;ly;246;635;d:\DATA\DiagonAdatbazis_20170221-5\4_gepi_5_8_13\4_10044_635_2200.bmp;737;341;23.0;102;;;;
102;rly;131;969;d:\DATA\DiagonAdatbazis_20170221-5\4_gepi_5_8_13\4_10083_194_2600.bmp;1080;233;19.0;111;;;;
123;ne;689;268;d:\DATA\DiagonAdatbazis_20170221-5\4_gepi_5_8_13\4_10090_698_2200.bmp;380;812;25.0;112;;;;
84;ly;578;569;d:\DATA\DiagonAdatbazis_20170221-5\4_gepi_5_8_13\4_10095_635_2200.bmp;642;662;25.0;73;;;;
108;mo;378;119;d:\DATA\DiagonAdatbazis_20170221-5\4_gepi_5_8_13\4_10137_757_2150.bmp;286;486;25.0;167;;;;
78;ly;568;562;d:\DATA\DiagonAdatbazis_20170221-5\4_gepi_5_8_13\4_10193_898_2000.bmp;643;646;25.0;81;;;;
136;mo;355;660;d:\DATA\DiagonAdatbazis_20170221-5\4_gepi_5_8_13\4_10248_725_2150.bmp;797;491;25.0;137;;;;
97;rly;599;419;d:\DATA\DiagonAdatbazis_20170221-5\4_gepi_5_8_13\4_10287_1042_1900.bmp;518;696;25.0;99;;;;
103;mo;152;136;d:\DATA\DiagonAdatbazis_20170221-5\4_gepi_5_8_13\4_10296_898_2000.bmp;252;255;25.0;116;;;;
49;target cell;104;211;d:\DATA\DiagonAdatbazis_20170221-5\4_gepi_5_8_13\4_10296_898_2000.bmp;261;153;25.0;50;;;;
102;rly;682;487;d:\DATA\DiagonAdatbazis_20170221-5\4_gepi_5_8_13\4_10309_604_2200.bmp;582;784;25.0;95;;;;
89;rly;451;408;d:\DATA\DiagonAdatbazis_20170221-5\4_gepi_5_8_13\4_10400_962_1850.bmp;504;540;25.0;96;;;;
77;ly;499;576;d:\DATA\DiagonAdatbazis_20170221-5\4_gepi_5_8_13\4_10462_230_2400.bmp;671;576;19.0;95;;;;
99;ly;793;135;d:\DATA\DiagonAdatbazis_20170221-5\4_gepi_5_8_13\4_10462_230_2400.bmp;238;892;19.0;103;;;;
110;mo;906;721;d:\DATA\DiagonAdatbazis_20170221-5\4_gepi_5_8_13\4_10498_1058_1900.bmp;889;1016;25.0;168;;;;
86;ly;502;158;d:\DATA\DiagonAdatbazis_20170221-5\4_gepi_5_8_13\4_10576_962_1900.bmp;243;588;25.0;85;;;;
97;ly;342;164;d:\DATA\DiagonAdatbazis_20170221-5\4_gepi_5_8_13\4_10604_573_2150.bmp;265;439;25.0;101;;;;
29;th;430;436;d:\DATA\DiagonAdatbazis_20170221-5\4_gepi_5_8_13\4_10604_573_2150.bmp;470;459;25.0;34;;;;
87;ly;851;1055;d:\DATA\DiagonAdatbazis_20170221-5\4_gepi_5_8_13\4_10640_190_2550.bmp;1145;938;25.0;90;;;;
81;ly;412;989;d:\DATA\DiagonAdatbazis_20170221-5\4_gepi_5_8_13\4_10650_1026_1900.bmp;1064;493;25.0;75;;;;
119;ne;268;410;d:\DATA\DiagonAdatbazis_20170221-5\4_gepi_5_8_13\4_10655_557_2200.bmp;522;387;25.0;112;;;;
60;target cell;376;427;d:\DATA\DiagonAdatbazis_20170221-5\4_gepi_5_8_13\4_10655_557_2200.bmp;481;436;25.0;54;;;;
131;mo;319;106;d:\DATA\DiagonAdatbazis_20170221-5\4_gepi_5_8_13\4_10655_557_2200.bmp;254;450;25.0;148;;;;
105;mo;374;172;d:\DATA\DiagonAdatbazis_20170221-5\4_gepi_5_8_13\4_10745_819_1950.bmp;282;479;25.0;110;;;;
118;eo;28;368;d:\DATA\DiagonAdatbazis_20170221-5\4_gepi_5_8_13\4_10886_446_2200.bmp;488;146;25.0;120;;;;
134;mo;63;268;d:\DATA\DiagonAdatbazis_20170221-5\4_gepi_5_8_13\4_10896_261_2350.bmp;394;197;19.0;126;;;;
107;ne;156;726;d:\DATA\DiagonAdatbazis_20170221-5\4_gepi_5_8_13\4_10896_261_2350.bmp;843;263;19.0;117;;;;
115;ne;365;1005;d:\DATA\DiagonAdatbazis_20170221-5\4_gepi_5_8_13\4_10897_930_1900.bmp;1113;480;25.0;108;;;;
125;mo;412;934;d:\DATA\DiagonAdatbazis_20170221-5\4_gepi_5_8_13\4_10897_930_1900.bmp;1038;537;25.0;104;;;;
90;ly;313;664;d:\DATA\DiagonAdatbazis_20170221-5\4_gepi_5_8_13\4_10938_1090_1800.bmp;761;403;25.0;97;;;;
95;ly;543;1130;d:\DATA\DiagonAdatbazis_20170221-5\4_gepi_5_8_13\4_10965_682_2150.bmp;1224;638;25.0;94;;;;
92;ly;212;720;d:\DATA\DiagonAdatbazis_20170221-5\4_gepi_5_8_13\4_10979_635_2050.bmp;810;304;25.0;90;;;;
124;rly;504;268;d:\DATA\DiagonAdatbazis_20170221-5\4_gepi_5_8_13\4_11005_261_2400.bmp;390;628;25.0;122;;;;
119;ne;171;590;d:\DATA\DiagonAdatbazis_20170221-5\4_gepi_5_8_13\4_11037_190_2450.bmp;707;290;25.0;117;;;;
117;un;648;605;d:\DATA\DiagonAdatbazis_20170221-5\4_gepi_5_8_13\4_11037_190_2450.bmp;729;765;25.0;124;;;;
130;eo;457;662;d:\DATA\DiagonAdatbazis_20170221-5\4_gepi_5_8_13\4_11113_702_2050.bmp;788;587;25.0;126;;;;
126;eo;200;74;d:\DATA\DiagonAdatbazis_20170221-5\4_gepi_5_8_13\4_11143_694_2000.bmp;196;326;25.0;122;;;;
102;ne;875;252;d:\DATA\DiagonAdatbazis_20170221-5\4_gepi_5_8_13\4_11143_694_2000.bmp;360;977;25.0;108;;;;
97;ly;122;288;d:\DATA\DiagonAdatbazis_20170221-5\4_gepi_5_8_13\4_11169_635_2050.bmp;383;219;27.0;95;;;;
92;rly;587;333;d:\DATA\DiagonAdatbazis_20170221-5\4_gepi_5_8_13\4_11169_635_2050.bmp;425;679;27.0;92;;;;
121;ne;77;1073;d:\DATA\DiagonAdatbazis_20170221-5\4_gepi_5_8_13\4_11195_186_2500.bmp;1188;198;25.0;115;;;;
108;ne;651;481;d:\DATA\DiagonAdatbazis_20170221-5\4_gepi_5_8_13\4_11195_186_2500.bmp;587;759;25.0;106;;;;
94;ly;680;1177;d:\DATA\DiagonAdatbazis_20170221-5\4_gepi_5_8_13\4_11195_186_2500.bmp;1266;774;25.0;89;;;;
101;rly;361;294;d:\DATA\DiagonAdatbazis_20170221-5\4_gepi_5_8_13\4_11217_1026_1750.bmp;390;462;25.0;96;;;;
119;ne;282;837;d:\DATA\DiagonAdatbazis_20170221-5\4_gepi_5_8_13\4_11248_182_2500.bmp;973;401;23.0;136;;;;
110;rly;491;875;d:\DATA\DiagonAdatbazis_20170221-5\4_gepi_5_8_13\4_11248_182_2500.bmp;969;601;23.0;94;;;;
94;rly;527;1114;d:\DATA\DiagonAdatbazis_20170221-5\4_gepi_5_8_13\4_11270_702_2050.bmp;1218;621;25.0;104;;;;
99;ne;677;277;d:\DATA\DiagonAdatbazis_20170221-5\4_gepi_5_8_13\4_11270_702_2050.bmp;389;776;25.0;112;;;;
92;rly;368;629;d:\DATA\DiagonAdatbazis_20170221-5\4_gepi_5_8_13\4_11283_698_2050.bmp;726;460;27.0;97;;;;
103;rly;424;326;d:\DATA\DiagonAdatbazis_20170221-5\4_gepi_5_8_13\4_11350_994_1800.bmp;424;527;25.0;98;;;;
93;ly;58;986;d:\DATA\DiagonAdatbazis_20170221-5\4_gepi_5_8_13\4_11367_994_1800.bmp;1078;151;25.0;92;;;;
111;mo;5;208;d:\DATA\DiagonAdatbazis_20170221-5\4_gepi_5_8_13\4_11375_962_1800.bmp;321;116;25.0;113;;;;
116;ne;609;90;d:\DATA\DiagonAdatbazis_20170221-5\4_gepi_5_8_13\4_11375_962_1800.bmp;207;725;25.0;117;;;;
100;ly;86;1122;d:\DATA\DiagonAdatbazis_20170221-5\4_gepi_5_8_13\4_11433_182_2500.bmp;1221;186;25.0;99;;;;
122;ne;579;793;d:\DATA\DiagonAdatbazis_20170221-5\4_gepi_5_8_13\4_11433_182_2500.bmp;914;701;25.0;121;;;;
108;ne;602;8;d:\DATA\DiagonAdatbazis_20170221-5\4_gepi_5_8_13\4_11433_182_2500.bmp;127;710;25.0;119;;;;
116;mo;161;432;d:\DATA\DiagonAdatbazis_20170221-5\4_gepi_5_8_13\4_11448_261_2350.bmp;585;277;25.0;153;;;;
112;ne;146;997;d:\DATA\DiagonAdatbazis_20170221-5\4_gepi_5_8_13\4_11448_261_2350.bmp;1103;258;25.0;106;;;;
112;mo;372;360;d:\DATA\DiagonAdatbazis_20170221-5\4_gepi_5_8_13\4_11456_711_2000.bmp;482;484;25.0;122;;;;
112;mo;43;618;d:\DATA\DiagonAdatbazis_20170221-5\4_gepi_5_8_13\4_11464_702_2000.bmp;739;155;27.0;121;;;;
90;rly;905;863;d:\DATA\DiagonAdatbazis_20170221-5\4_gepi_5_8_13\4_11505_666_2000.bmp;963;995;25.0;100;;;;
116;mo;59;435;d:\DATA\DiagonAdatbazis_20170221-5\4_gepi_5_8_13\4_11517_267_2250.bmp;545;175;25.0;110;;;;
95;rly;206;567;d:\DATA\DiagonAdatbazis_20170221-5\4_gepi_5_8_13\4_11517_267_2250.bmp;662;301;25.0;95;;;;
132;ne;574;842;d:\DATA\DiagonAdatbazis_20170221-5\4_gepi_5_8_13\4_11517_267_2250.bmp;951;706;25.0;109;;;;
133;ne;567;1077;d:\DATA\DiagonAdatbazis_20170221-5\4_gepi_5_8_13\4_11517_267_2250.bmp;1180;700;25.0;103;;;;
135;ne;283;328;d:\DATA\DiagonAdatbazis_20170221-5\4_gepi_5_8_13\4_11560_510_2100.bmp;436;418;25.0;108;;;;
108;mo;545;851;d:\DATA\DiagonAdatbazis_20170221-5\4_gepi_5_8_13\4_11599_930_1800.bmp;959;653;27.0;108;;;;
104;rly;682;779;d:\DATA\DiagonAdatbazis_20170221-5\4_gepi_5_8_13\4_11633_962_1700.bmp;884;786;25.0;105;;;;
121;ne;41;313;d:\DATA\DiagonAdatbazis_20170221-5\4_gepi_5_8_13\4_11643_384_2150.bmp;443;162;25.0;130;;;;
88;ly;103;1031;d:\DATA\DiagonAdatbazis_20170221-5\4_gepi_5_8_13\4_11671_541_2050.bmp;1125;191;25.0;94;;;;
97;rly;642;547;d:\DATA\DiagonAdatbazis_20170221-5\4_gepi_5_8_13\4_11689_179_2450.bmp;649;739;19.0;102;;;;
85;rly;543;784;d:\DATA\DiagonAdatbazis_20170221-5\4_gepi_5_8_13\4_11707_604_2000.bmp;896;628;25.0;112;;;;
90;ly;133;880;d:\DATA\DiagonAdatbazis_20170221-5\4_gepi_5_8_13\4_11714_384_2100.bmp;972;223;25.0;92;;;;
87;rly;170;275;d:\DATA\DiagonAdatbazis_20170221-5\4_gepi_5_8_13\4_11725_850_1800.bmp;372;257;25.0;97;;;;
124;ne;154;581;d:\DATA\DiagonAdatbazis_20170221-5\4_gepi_5_8_13\4_11725_850_1800.bmp;690;278;25.0;109;;;;
114;mo;813;271;d:\DATA\DiagonAdatbazis_20170221-5\4_gepi_5_8_13\4_11739_698_2000.bmp;389;927;27.0;118;;;;
60;target cell;592;695;d:\DATA\DiagonAdatbazis_20170221-5\4_gepi_5_8_13\4_11739_698_2000.bmp;763;652;27.0;68;;;;
98;mo;819;1124;d:\DATA\DiagonAdatbazis_20170221-5\4_gepi_5_8_13\4_11765_384_2150.bmp;1235;917;25.0;111;;;;
110;mo;675;501;d:\DATA\DiagonAdatbazis_20170221-5\4_gepi_5_8_13\4_11776_604_2050.bmp;614;785;25.0;113;;;;
71;ly;628;110;d:\DATA\DiagonAdatbazis_20170221-5\4_gepi_5_8_13\4_11791_179_2400.bmp;198;699;19.0;88;;;;
110;ne;545;1159;d:\DATA\DiagonAdatbazis_20170221-5\4_gepi_5_8_13\4_11791_179_2400.bmp;1268;655;19.0;109;;;;
95;mmy;916;1085;d:\DATA\DiagonAdatbazis_20170221-5\4_gepi_5_8_13\4_11791_702_1950.bmp;1208;1011;25.0;123;;;;
86;mmy;767;489;d:\DATA\DiagonAdatbazis_20170221-5\4_gepi_5_8_13\4_11793_698_1950.bmp;611;853;25.0;122;;;;
99;rly;859;317;d:\DATA\DiagonAdatbazis_20170221-5\4_gepi_5_8_13\4_11800_230_2250.bmp;417;958;25.0;100;;;;
117;mo;567;723;d:\DATA\DiagonAdatbazis_20170221-5\4_gepi_5_8_13\4_11830_415_2150.bmp;829;684;25.0;106;;;;
133;ne;590;897;d:\DATA\DiagonAdatbazis_20170221-5\4_gepi_5_8_13\4_11892_179_2450.bmp;1026;723;19.0;129;;;;
112;ne;609;246;d:\DATA\DiagonAdatbazis_20170221-5\4_gepi_5_8_13\4_11892_179_2450.bmp;354;721;19.0;108;;;;
99;ly;208;864;d:\DATA\DiagonAdatbazis_20170221-5\4_gepi_5_8_13\4_11895_290_2250.bmp;952;307;25.0;88;;;;
83;ly;837;1105;d:\DATA\DiagonAdatbazis_20170221-5\4_gepi_5_8_13\4_12006_167_2450.bmp;1183;920;25.0;78;;;;
83;ly;412;679;d:\DATA\DiagonAdatbazis_20170221-5\4_gepi_5_8_13\4_9894_866_2100.bmp;758;495;23.0;79;;;;
77;rly;576;460;d:\DATA\DiagonAdatbazis_20170221-5\4_gepi_5_8_13\4_9932_962_1950.bmp;537;653;25.0;77;;;;
135;un;399;825;d:\DATA\DiagonAdatbazis_20170221-5\4_gepi_5_8_13\4_9962_190_2650.bmp;950;534;19.0;125;;;;
66;macrocyta;813;414;d:\DATA\DiagonAdatbazis_20170221-5\5_gepi_5_8_13\5_10087_730_2050.bmp;486;879;25.0;72;;;;
112;mo;877;1056;d:\DATA\DiagonAdatbazis_20170221-5\5_gepi_5_8_13\5_10087_730_2050.bmp;1165;989;25.0;109;;;;
116;bne;267;814;d:\DATA\DiagonAdatbazis_20170221-5\5_gepi_5_8_13\5_10117_371_2300.bmp;946;383;25.0;132;;;;
135;ne;339;292;d:\DATA\DiagonAdatbazis_20170221-5\5_gepi_5_8_13\5_10117_371_2300.bmp;400;474;25.0;108;;;;
120;eo;157;141;d:\DATA\DiagonAdatbazis_20170221-5\5_gepi_5_8_13\5_10224_314_2400.bmp;257;277;19.0;116;;;;
121;ne;237;552;d:\DATA\DiagonAdatbazis_20170221-5\5_gepi_5_8_13\5_10224_314_2400.bmp;660;358;19.0;108;;;;
107;ne;564;645;d:\DATA\DiagonAdatbazis_20170221-5\5_gepi_5_8_13\5_10224_314_2400.bmp;763;671;19.0;118;;;;
84;ly;228;220;d:\DATA\DiagonAdatbazis_20170221-5\5_gepi_5_8_13\5_10327_371_2300.bmp;309;312;27.0;89;;;;
123;ne;281;908;d:\DATA\DiagonAdatbazis_20170221-5\5_gepi_5_8_13\5_10327_371_2300.bmp;1029;404;27.0;121;;;;
109;ne;494;261;d:\DATA\DiagonAdatbazis_20170221-5\5_gepi_5_8_13\5_10381_371_2300.bmp;382;603;25.0;121;;;;
79;macrocyta;649;445;d:\DATA\DiagonAdatbazis_20170221-5\5_gepi_5_8_13\5_10381_371_2300.bmp;525;728;25.0;80;;;;
132;ne;685;1051;d:\DATA\DiagonAdatbazis_20170221-5\5_gepi_5_8_13\5_10381_371_2300.bmp;1182;817;25.0;131;;;;
134;my;626;1065;d:\DATA\DiagonAdatbazis_20170221-5\5_gepi_5_8_13\5_10411_343_2250.bmp;1176;760;27.0;111;;;;
149;mo;518;931;d:\DATA\DiagonAdatbazis_20170221-5\5_gepi_5_8_13\5_10568_314_2400.bmp;1060;667;19.0;129;;;;
123;ne;497;547;d:\DATA\DiagonAdatbazis_20170221-5\5_gepi_5_8_13\5_10568_314_2400.bmp;673;620;19.0;126;;;;
127;ne;618;11;d:\DATA\DiagonAdatbazis_20170221-5\5_gepi_5_8_13\5_10568_314_2400.bmp;143;745;19.0;132;;;;
115;mo;814;381;d:\DATA\DiagonAdatbazis_20170221-5\5_gepi_5_8_13\5_10673_700_2000.bmp;569;929;25.0;188;;;;
127;mo;443;573;d:\DATA\DiagonAdatbazis_20170221-5\5_gepi_5_8_13\5_10711_371_2250.bmp;701;570;25.0;128;;;;
118;ne;311;933;d:\DATA\DiagonAdatbazis_20170221-5\5_gepi_5_8_13\5_10771_549_2050.bmp;1062;429;25.0;129;;;;
121;ne;584;719;d:\DATA\DiagonAdatbazis_20170221-5\5_gepi_5_8_13\5_10969_314_2300.bmp;841;705;25.0;122;;;;
56;poikilocyta;660;656;d:\DATA\DiagonAdatbazis_20170221-5\5_gepi_5_8_13\5_11171_371_2200.bmp;738;716;25.0;82;;;;
87;poikilocyta;215;215;d:\DATA\DiagonAdatbazis_20170221-5\5_gepi_5_8_13\5_11171_371_2200.bmp;266;302;25.0;51;;;;
80;poikilocyta;278;337;d:\DATA\DiagonAdatbazis_20170221-5\5_gepi_5_8_13\5_11171_371_2200.bmp;392;358;25.0;55;;;;
92;ly;251;62;d:\DATA\DiagonAdatbazis_20170221-5\5_gepi_5_8_13\5_11368_401_2150.bmp;163;343;25.0;101;;;;
86;poikilocyta;637;671;d:\DATA\DiagonAdatbazis_20170221-5\5_gepi_5_8_13\5_11368_401_2150.bmp;719;723;25.0;48;;;;
86;ly;329;706;d:\DATA\DiagonAdatbazis_20170221-5\5_gepi_5_8_13\5_6775_825_1800.bmp;789;415;25.0;83;;;;
118;ne;171;635;d:\DATA\DiagonAdatbazis_20170221-5\5_gepi_5_8_13\5_6783_461_2200.bmp;755;289;21.0;120;;;;
119;ne;454;328;d:\DATA\DiagonAdatbazis_20170221-5\5_gepi_5_8_13\5_6894_579_2050.bmp;437;573;25.0;109;;;;
